Client payeur,CP,Ville,Adresse 1,Type client,CA Loc 2025,CA Vte 2025,CA Loc 2024,CA Vte 2024,EVOLUTION € LOC,EVOLUTION %,EVOLUTION € VTE,EVOLUTION %,PART LOC 2025,PART VTE 2025,PART LOC 2024,PART VTE 2024
PHARMACIE CODACCIONI  - 3753,,,,,0.0,0.0,57.0,86.28,-57.0,-1.0,-86.28,-1.0,,,0.39782244556113905,0.602177554438861
PHARMACIE MASSALIA / DR MILLER  - 6596,13001,MARSEILLE 1ER ARRONDISSEM,5 A RUE ROUVIERE,09 - PHARMACIE,0.0,29.9,74.25,686.33,-74.25,-1.0,-656.4300000000001,-0.9564349511168098,0.0,1.0,0.09762286675957821,0.9023771332404218
PHARMACIE GRAND PRADO / DR CHEYLAN  - 4931,13008,MARSEILLE,100 rue du rouet,09 - PHARMACIE,0.0,1601.8000000000002,99.0,3924.92,-99.0,-1.0,-2323.12,-0.5918897710017019,0.0,1.0,0.024602874808644308,0.9753971251913557
PHARMACIE DES CALANQUES / DR COUREAU  - 6310,13009,MARSEILLE 9EME ARRONDISSE,1 chemin de sormiou,09 - PHARMACIE,806.98,1148.8,914.09,3733.4,-107.11000000000001,-0.11717664562570426,-2584.6000000000004,-0.6922912090855521,0.41261287056826434,0.5873871294317357,0.19668466204338259,0.8033153379566175
PHARMACIE DE LA CRAVACHE / DR DUMAINE CASANOVA  - 2510,13009,MARSEILLE 9EME ARRONDISSE,201 bd michelet,09 - PHARMACIE,1330.18,1570.6,1447.14,3448.0,-116.96000000000004,-0.08082148237212711,-1877.4,-0.5444895591647332,0.4585594219485794,0.5414405780514207,0.29562790849699905,0.7043720915030008
PHARMACIE DU TRAMWAY / DR DEBONO-DELPIN  - 995,13005,MARSEILLE 5EME ARRONDISSE,118. bd chave,09 - PHARMACIE,36.2,4267.62,167.7,5040.89,-131.5,-0.7841383422778773,-773.2700000000004,-0.15339949889801213,0.008411132435836072,0.991588867564164,0.03219681334103855,0.9678031866589615
PHARMACIE PRADO SAINT GINIEZ / DR PEREZ  - 6087,13008,MARSEILLE,2 avenue de mazargues,09 - PHARMACIE,696.28,1022.45,829.08,2316.55,-132.80000000000007,-0.16017754619578337,-1294.1000000000001,-0.5586324491161425,0.4051130776794493,0.5948869223205506,0.263565645037719,0.736434354962281
PHARMACIE SEBASTOPOL  - 1406,13004,MARSEILLE 4EME ARRONDISSE,60 rue Marx Dormoy,09 - PHARMACIE,0.0,896.13,138.6,1735.89,-138.6,-1.0,-839.7600000000001,-0.4837633721030711,0.0,1.0,0.07394011171038523,0.9260598882896148
PHARMACIE LANÇONNAISE / DR MAURY  - 3687,13680,LANCON PROVENCE,999 allée fransisco caravacat,09 - PHARMACIE,240.0,0.0,416.0,0.0,-176.0,-0.4230769230769231,,,1.0,0.0,1.0,0.0
PHARMACIE HABOT-TONDA  - 5838,13012,MARSEILLE 12EME ARRONDISS,Allée de la Grande Bastide Cazaulx,09 - PHARMACIE,340.0,0.0,520.1,149.0,-180.10000000000002,-0.3462795616227649,-149.0,-1.0,1.0,0.0,0.7773128082498879,0.2226871917501121
PHARMACIE NATALI GUENANCIA  - 2826,,,,,0.0,0.0,180.17,0.0,-180.17,-1.0,,,,,1.0,0.0
PHARMACIE DE LA SOLIDARITE / DR MOUSSAOUI  - 5364,13015,MARSEILLE 15EME ARRONDISS,38. chemin de la brigotte,09 - PHARMACIE,2319.9,408.33000000000004,2507.11,0.0,-187.21000000000004,-0.07467163387326445,,,0.8503315336316953,0.14966846636830475,1.0,0.0
PHARMACIE SELBMANN / DR PICHON  - 5484,13005,MARSEILLE 5EME ARRONDISSE,334 bd chave,09 - PHARMACIE,1827.6,832.21,2042.93,2566.9700000000003,-215.33000000000015,-0.10540253459492012,-1734.7600000000002,-0.6758006521307223,0.6871167489407138,0.3128832510592862,0.44316145686457403,0.5568385431354259
PHARMACIE PROVENÇALE / DR ROUFFIAC-BERGHOUNON  - 10,13140,MIRAMAS,rue jourdan,09 - PHARMACIE,1612.82,0.0,1859.61,0.0,-246.78999999999996,-0.13271062211969176,,,1.0,0.0,1.0,0.0
PHARMACIE DE LA TIMONE / DR ESCLAPEZ  - 1523,13010,MARSEILLE 10EME ARRONDISS,97-99 avenue de la timone,09 - PHARMACIE,3570.55,396.67,3827.9,4113.53,-257.3499999999999,-0.0672300739308759,-3716.8599999999997,-0.9035694403590103,0.9000131074152681,0.09998689258473188,0.4820164630299581,0.5179835369700418
PHARMACIE DES MINIMES / DR GUTHBORD  - 4009,13100,AIX EN PROVENCE,8 cours des minimes,09 - PHARMACIE,1590.8,2199.8900000000003,1902.68,1182.16,-311.8800000000001,-0.1639161603632771,1017.7300000000002,0.8609071530080532,0.4196597453234107,0.5803402546765892,0.6167840147300995,0.3832159852699005
PHARMACIE SAINT GABRIEL / DR PEYRET  - 5473,13014,MARSEILLE 14EME ARRONDISS,103 105 traverse notre dame du bon secours,09 - PHARMACIE,1324.3,3331.3700000000003,1740.94,6528.44,-416.6400000000001,-0.2393189885923697,-3197.0699999999993,-0.4897142349473993,0.28444885483722,0.7155511451627801,0.21052847976510938,0.7894715202348906
PHARMACIE DE LA REVOLUTION / DR HADJEDJ  - 5344,13003,MARSEILLE 3EME ARRONDISSE,61 BOULEVARD DE PLOMBIERES,09 - PHARMACIE,1859.5,929.2700000000001,2207.32,860.65,-347.82000000000016,-0.1575757026620518,68.62000000000012,0.07973043629814688,0.6667814125940827,0.33321858740591737,0.7194724850634132,0.2805275149365867
PHARMACIE MARITIME / DR PALLOT  - 3,13002,MARSEILLE,31 bd de Dunkerque,09 - PHARMACIE,4828.93,8098.55,5179.64,6786.31,-350.71000000000004,-0.06770933887297187,1312.2399999999998,0.19336576136368655,0.37353993198983876,0.6264600680101613,0.4328649208796627,0.5671350791203373
PHARMACIE DU 13ÈME / DR KAMBOU  - 3750,,,,,0.0,0.0,361.0,0.0,-361.0,-1.0,,,,,1.0,0.0
PHARMACIE SITBON  - 251,13009,MARSEILLE 9EME ARRONDISSE,121 Bd Paul Claudel,09 - PHARMACIE,1861.6,928.88,2257.9,741.08,-396.3000000000002,-0.17551707338677539,187.79999999999995,0.2534139364171209,0.6671253691121241,0.33287463088787594,0.7528893157006716,0.24711068429932845
PHARMACIE DE LA VALBARELLE / SARL COUSTILLAC  - 265,,,,,0.0,0.0,408.0,1199.4,-408.0,-1.0,-1199.4,-1.0,,,0.253826054497947,0.7461739455020531
PHARMACIE DE LA COLLINE / DR SAMPOL-PRATLONG  - 221,13011,MARSEILLE 11EME ARRONDISS,134 bd de la valbarelle,09 - PHARMACIE,257.4,0.0,669.35,541.5,-411.95000000000005,-0.6154478225143797,-541.5,-1.0,1.0,0.0,0.5527934921749185,0.4472065078250816
PHARMACIE DE LA SALLE / DR LAMBERT BONNABEL  - 3190,,,,,0.0,0.0,437.0,0.0,-437.0,-1.0,,,,,1.0,0.0
PHARMACIE DE L'INSTITUT / DR ADEVAH  - 3060,13009,MARSEILLE 9EME ARRONDISSE,209 Boulevard de Sainte-Marguerite,09 - PHARMACIE,1421.78,5072.3,1861.2,4096.99,-439.4200000000001,-0.23609499247797122,975.3100000000004,0.23805525519954904,0.21893478367990538,0.7810652163200946,0.3123767452867398,0.6876232547132602
PHARMACIE DE LA MARTHELINE / DR CROZES  - 1882,13009,MARSEILLE 9EME ARRONDISSE,43 av de la martheline,09 - PHARMACIE,312.7,25.9,988.8,757.53,-676.0999999999999,-0.6837580906148867,-731.63,-0.9658099349200692,0.9235085646780863,0.07649143532191377,0.5662160072838467,0.4337839927161533
PHARMACIE DU STADE / DR EL ROUAH  - 50,,,,,0.0,0.0,756.0,0.0,-756.0,-1.0,,,,,1.0,0.0
PHARMACIE MELIZAN / DR HADDAD-SAHAKIAN  - 4707,13006,MARSEILLE 6EME ARRONDISSE,216 rue paradis,09 - PHARMACIE,152.0,0.0,935.95,743.45,-783.95,-0.8375981622949944,-743.45,-1.0,1.0,0.0,0.5573121352864118,0.4426878647135882
PHARMACIE DU PARC SAINT CYR / DR VELLIEUX  - 4720,13011,MARSEILLE 11EME ARRONDISS,130. chemin de la valbarelleà st marcel,09 - PHARMACIE,466.5,0.0,1256.25,13.9,-789.75,-0.6286567164179104,-13.9,-1.0,1.0,0.0,0.9890564106601581,0.01094358933984175
PHARMACIE DE LODI / DR LACARELLE  - 5097,13006,MARSEILLE 6EME ARRONDISSE,99. rue de Tilsit,09 - PHARMACIE,1161.01,0.0,1972.78,49.03,-811.77,-0.41148531513904235,-49.03,-1.0,1.0,0.0,0.9757494522235027,0.024250547776497298
PHARMACIE DE LA DOUANE / DR GHIMOUZ  - 3817,13003,MARSEILLE 3EME ARRONDISSE,61 bd de starsbourg,09 - PHARMACIE,2787.12,0.0,3689.61,0.0,-902.4900000000002,-0.24460308813126597,,,1.0,0.0,1.0,0.0
PHARMACIE DU ROUCAS / DR RACHENNE  - 380,13007,MARSEILLE 7EME ARRONDISSE,136 chemin du roucas blanc,09 - PHARMACIE,3385.91,1727.8000000000002,4399.84,3727.52,-1013.9300000000003,-0.2304470162551366,-1999.7199999999998,-0.5364746533888483,0.6621239765258491,0.3378760234741509,0.5413615245294905,0.45863847547050945
PHARMACIE D'ORBITELLE ROY RENE  - 2505,13100,AIX EN PROVENCE,1 Bis cours d'orbitelle,09 - PHARMACIE,1513.3,0.0,2539.3,0.0,-1026.0000000000002,-0.40404835978419257,,,1.0,0.0,1.0,0.0
PHARMACIE DE LA MILLIERE / DR GAGNAIRE TIPHAINE  - 7331,13011,MARSEILLE,116 BOULEVARD DE LA MILLIERE,09 - PHARMACIE,847.47,0.0,1874.57,1134.76,-1027.1,-0.5479123212256677,-1134.76,-1.0,1.0,0.0,0.62291938737194,0.3770806126280601
PHARMACIE DES FONTAINES / DR RAIMOND  - 1288,13420,GEMENOS,172 avenue de la 1er Division Blindée,09 - PHARMACIE,1068.0,0.0,2185.2000000000003,0.0,-1117.2000000000003,-0.5112575507962659,,,1.0,0.0,1.0,0.0
PHARMACIE DE LA COMTESSE / DR TAWITIAN  - 4771,13012,MARSEILLE,90 BD DE LA COMTESSE,09 - PHARMACIE,4046.32,4375.68,5190.24,2435.29,-1143.9199999999996,-0.2203982860137488,1940.3900000000003,0.7967798496277653,0.4804464497744004,0.5195535502255997,0.6806399030624757,0.3193600969375244
PHARMACIE DU PARC KALLISTE / DR LASCAR  - 622,13015,MARSEILLE 15EME ARRONDISS,3 chemin de la bigotte,09 - PHARMACIE,3447.52,69.0,4744.81,1030.33,-1297.2900000000004,-0.2734124232582549,-961.3299999999999,-0.9330311647724515,0.9803783285748411,0.019621671425158964,0.8215922038253618,0.17840779617463817
PHARMACIE ALLAUCH VILLAGE / DR CHOLLAT-NAMY  - 7639,13190,ALLAUCH,27 RUE FERNAND RAMBERT,09 - PHARMACIE,1848.18,10238.810000000001,3192.6,14208.75,-1344.4199999999998,-0.4211050554407066,-3969.9399999999987,-0.27940107328230834,0.1529065548991105,0.8470934451008895,0.18346852399382807,0.816531476006172
PHARMACIE LAHOUEL / DR BERHOUNI  - 7141,13014,MARSEILLE 14EME ARRONDISS,131 CHEMIN DE SAINT JOSEPH A STE MARTHE,09 - PHARMACIE,6230.13,9767.75,7678.29,8380.53,-1448.1599999999999,-0.18860449396936035,1387.2199999999993,0.16552891046270335,0.38943472510107585,0.6105652748989241,0.4781353798099736,0.5218646201900264
PHARMACIE DES HAUTS DE SAINTE MARTHE DR SAUVAGE - 5424,,,,,0.0,0.0,1460.1,0.0,-1460.1,-1.0,,,,,1.0,0.0
PHARMACIE DE BOIS LUZY / DR DEVY KHOSSOURIAN  - 2,13012,MARSEILLE 12EME ARRONDISS,1.Place de  Bois Luzy,09 - PHARMACIE,7894.03,10157.27,9416.04,9419.99,-1522.0100000000011,-0.16164013746755546,737.2800000000007,0.0782675990101901,0.437310886196562,0.562689113803438,0.4998951477567195,0.5001048522432806
PHARMACIE DES CAILLOLS / DR LAURO  - 36,13012,MARSEILLE 12EME ARRONDISS,286 AVENUE DES CAILLOLS,09 - PHARMACIE,10279.86,5786.5,11826.82,7621.85,-1546.9599999999991,-0.1308010099079887,-1835.3500000000004,-0.24080111783884495,0.6398375238697502,0.36016247613024976,0.608104307389657,0.39189569261034307
PHARMACIE PLACIDI / DR PLACIDI  - 4631,13012,MARSEILLE,138 rue du Dr Cauvin,09 - PHARMACIE,1326.43,5469.27,2912.48,5838.58,-1586.05,-0.5445702631434379,-369.3099999999995,-0.0632533938046579,0.19518666215400915,0.8048133378459909,0.33281453903869934,0.6671854609613007
PHARMACIE DE FERRIERES / DR DENCAUSSE  - 562,13500,MARTIGUES,14 Rue Colonel Denfert,09 - PHARMACIE,4852.32,2453.7400000000002,6480.03,3085.68,-1627.71,-0.2511886519043893,-631.9399999999996,-0.20479764589976915,0.6641500343550423,0.3358499656449578,0.6774227945442628,0.3225772054557372
PHARMACIE ODDO / DR FAIVRE  - 1971,13015,MARSEILLE 15EME ARRONDISS,79 bd oddo,09 - PHARMACIE,3434.7,2188.23,5091.34,3398.06,-1656.6400000000003,-0.325383887149552,-1209.83,-0.3560355026103129,0.6108381217621417,0.3891618782378582,0.5997290739039273,0.4002709260960728
PHARMACIE BAILLE 181 / DR PIERI ARTINIAN  - 53,13005,MARSEILLE 5EME ARRONDISSE,181 BD BAILLE,09 - PHARMACIE,4817.2300000000005,4660.0,6512.87,4539.72,-1695.6399999999994,-0.2603521949616681,120.27999999999975,0.02649502612495919,0.5082951453114466,0.4917048546885535,0.5892618834137519,0.41073811658624815
PHARMACIE DE LA ROUVIERE/ DR STARCK  - 6445,13009,MARSEILLE 9EME ARRONDISSE,83 bd du redon,09 - PHARMACIE,3066.48,0.0,5066.89,0.0,-2000.4100000000003,-0.3948003607735712,,,1.0,0.0,1.0,0.0
PHARMACIE MICHEAU  - 130,,,,,0.0,0.0,2037.09,10141.42,-2037.09,-1.0,-10141.42,-1.0,,,0.16726923080081224,0.8327307691991878
PHARMACIE DRUEL  - 2205,,,,,0.0,0.0,2174.7,303.17,-2174.7,-1.0,-303.17,-1.0,,,0.8776489484920517,0.12235105150794837
PHARMACIE DU MERLAN / DR DAHOUNE  - 4503,13014,MARSEILLE 14EME ARRONDISS,38 avenue du merlan,09 - PHARMACIE,2009.9,0.0,4399.2,535.0,-2389.2999999999997,-0.5431214766321149,-535.0,-1.0,1.0,0.0,0.8915731020226176,0.10842689797738235
PHARMACIE AUTRIQUE  - 5141,13005,MARSEILLE 5EME ARRONDISSE,9 rue pascal ruinat,09 - PHARMACIE,2415.9,8235.27,4866.75,5857.47,-2450.85,-0.5035906919402064,2377.8,0.40594318024676185,0.22682015215229878,0.7731798478477013,0.4538092280837207,0.5461907719162792
PHARMACIE DES CADENEAUX / DR TONDA  - 3582,13170,pennes mirabeau,99 bis vielle route de la gavotte,09 - PHARMACIE,3023.2,328.37,5621.44,2732.91,-2598.24,-0.46220185575226275,-2404.54,-0.8798460249331299,0.9020250211095099,0.09797497889049014,0.6728758072142058,0.32712419278579424
PHARMACIE DE LYON / DR TEFFAHI  - 1047,13015,MARSEILLE 15EME ARRONDISS,24 rue de lyon,09 - PHARMACIE,5233.27,212.9,8302.08,3168.64,-3068.8099999999995,-0.3696435110237434,-2955.74,-0.9328102908503332,0.9609083080403293,0.039091691959670744,0.723762762930313,0.276237237069687
PHARMACIE JOURDAN BITTON  - 17,,,,,0.0,0.0,4697.2300000000005,3694.82,-4697.2300000000005,-1.0,-3694.82,-1.0,,,0.5597237862024177,0.4402762137975822
PHARMACIE ENDOUME / DR BEAN  - 1565,13007,MARSEILLE,2 Bd bompard,09 - PHARMACIE,4077.1,4224.62,9179.29,5196.79,-5102.1900000000005,-0.5558371072272474,-972.1700000000001,-0.18707124975225092,0.49111509422143845,0.5088849057785616,0.6385113327137857,0.36148866728621426
PHARMACIE DE VALDONNE / DR MEGEL  - 838,13013,MARSEILLE 13EME ARRONDISS,1 av de valdonne,09 - PHARMACIE,2259.3,109.19000000000001,7499.9,2605.46,-5240.599999999999,-0.6987559834131122,-2496.27,-0.958091853261996,0.9538988976098696,0.04610110239013042,0.7421704916994545,0.25782950830054546
PHARMACIE SAINT LOUIS / DR OUERTANI - PILCER  - 8,13015,MARSEILLE 15EME ARRONDISS,89 avenue de saint louis,09 - PHARMACIE,3963.6,226.68,18388.66,300.0,-14425.06,-0.7844541146554452,-73.32,-0.24439999999999998,0.9459033763853489,0.054096623614651056,0.9839474847313826,0.01605251526861744
