Facture N°,Date,Bénéficiaire,Article,Libellé article,Référence,Qté,PU net HT,Total HT,Total TTC,Rem.HT,Rem.%,Code TVA,Px revient HT,Famille
20361.0,2025-12-31 00:00:00,PHARMACIE STADE VELODROME/DR TENOUDJI COHEN LUNA - 6758,193.0,ELECTRODES AUTOCOLLANTES CARRÉ 50X50 S/4,281006/I,2.0,3.9,7.8,9.36,0.0,0.0,2.0,1.99,1101.0
20361.0,2025-12-31 00:00:00,PHARMACIE STADE VELODROME/DR TENOUDJI COHEN LUNA - 6758,193.0,ELECTRODES AUTOCOLLANTES CARRÉ 50X50 S/4,281006/I,2.0,3.9,7.8,9.36,0.0,0.0,2.0,1.99,1101.0
20360.0,2025-12-31 00:00:00,PHARMACIE SITBON - 251,2301.0,DRAP EXAMEN EMILABO BLANC LISSE 50X35CM C/12 ROULEAUX,DRAP12,1.0,39.5,39.5,47.4,0.0,0.0,2.0,20.16,703.0
20360.0,2025-12-31 00:00:00,PHARMACIE SITBON - 251,300.0,GANT VINYLE SS POUDRE T M 7/8  BTE/100 C/10,107116PM,30.0,2.4,72.0,86.4,0.0,0.0,2.0,1.287,704.0
20359.0,2025-12-31 00:00:00,PHARMACIE SIGNORET / DR SIGNORET GUILLAUME - 7964,334.0,MASQUE TYPE IIR ADULTE BLEU: EN 14683 B/50,334.0,50.0,1.6,80.0,96.0,0.0,0.0,2.0,0.94,701.0
20359.0,2025-12-31 00:00:00,PHARMACIE SIGNORET / DR SIGNORET GUILLAUME - 7964,1028.0,AUTO TEST COVID NASAL COMBO B/1 SEJOY,,30.0,1.99,59.7,71.64,0.0,0.0,2.0,1.49,701.0
20359.0,2025-12-31 00:00:00,PHARMACIE SIGNORET / DR SIGNORET GUILLAUME - 7964,1028.0,AUTO TEST COVID NASAL COMBO B/1 SEJOY,,120.0,1.99,238.8,286.56,0.0,0.0,2.0,1.49,701.0
20359.0,2025-12-31 00:00:00,PHARMACIE SIGNORET / DR SIGNORET GUILLAUME - 7964,1028.0,AUTO TEST COVID NASAL COMBO B/1 SEJOY,,150.0,1.99,298.5,358.2,0.0,0.0,2.0,1.49,701.0
20359.0,2025-12-31 00:00:00,PHARMACIE SIGNORET / DR SIGNORET GUILLAUME - 7964,1028.0,AUTO TEST COVID NASAL COMBO B/1 SEJOY,,160.0,1.99,318.4,382.08,0.0,0.0,2.0,1.49,701.0
20359.0,2025-12-31 00:00:00,PHARMACIE SIGNORET / DR SIGNORET GUILLAUME - 7964,1028.0,AUTO TEST COVID NASAL COMBO B/1 SEJOY,,1.0,0.0,0.0,0.0,0.0,100.0,2.0,1.49,701.0
20359.0,2025-12-31 00:00:00,PHARMACIE SIGNORET / DR SIGNORET GUILLAUME - 7964,1918.0,MASQUE FFP2 B/20 EMBALLAGE UNITAIRE,SYLFFP2INTEXTRED,20.0,3.5,70.0,84.0,0.0,0.0,2.0,2.0,701.0
20356.0,2025-12-31 00:00:00,PHARMACIE SAINT VICTOR / DR DELOUYA - 5954,1028.0,AUTO TEST COVID NASAL COMBO B/1 SEJOY,,10.0,2.5,25.0,30.0,0.0,0.0,2.0,1.49,701.0
20356.0,2025-12-31 00:00:00,PHARMACIE SAINT VICTOR / DR DELOUYA - 5954,933.0,ELECTRODES AUTOCOLLANTES RONDE 32 MM S/4,281004.0,2.0,3.9,7.8,9.36,0.0,0.0,2.0,2.59,1101.0
20356.0,2025-12-31 00:00:00,PHARMACIE SAINT VICTOR / DR DELOUYA - 5954,933.0,ELECTRODES AUTOCOLLANTES RONDE 32 MM S/4,281004.0,2.0,3.9,7.8,9.36,0.0,0.0,2.0,2.59,1101.0
20356.0,2025-12-31 00:00:00,PHARMACIE SAINT VICTOR / DR DELOUYA - 5954,706.0,ELECTRODES AUTOCOLLANTES RECTANGULAIRES 50X130 S/4,281008.0,2.0,7.9,15.8,18.96,0.0,0.0,2.0,5.42,1101.0
20356.0,2025-12-31 00:00:00,PHARMACIE SAINT VICTOR / DR DELOUYA - 5954,706.0,ELECTRODES AUTOCOLLANTES RECTANGULAIRES 50X130 S/4,281008.0,4.0,7.9,31.6,37.92,0.0,0.0,2.0,5.42,1101.0
20355.0,2025-12-31 00:00:00,PHARMACIE SAINT THYS / DR AMMAR - 7152,1028.0,AUTO TEST COVID NASAL COMBO B/1 SEJOY,,10.0,2.5,25.0,30.0,0.0,0.0,2.0,1.49,701.0
20355.0,2025-12-31 00:00:00,PHARMACIE SAINT THYS / DR AMMAR - 7152,1105.0,KIT NEBULISEUR PNEUMATIQUE ADULTE HUDSON,41893 (HCS893),25.0,2.9,72.5,87.0,0.0,0.0,2.0,1.36,801.0
20354.0,2025-12-31 00:00:00,PHARMACIE SAINT PIERRE / DR NASSER - 582,49.0,ROLLATOR 2 ROUES AVEC SIEGE DRIVE,SA1302005,1.0,31.9,31.9,35.09,0.0,0.0,5.0,18.9,208.0
20352.0,2025-12-31 00:00:00,PHARMACIE SAINT JUST / DR MAZIER - 3471,485.0,REPOSE JAMBE FAUTEUIL ROULANT / G,M22040002,1.0,99.0,99.0,104.45,0.0,0.0,1.0,75.9,203.0
20352.0,2025-12-31 00:00:00,PHARMACIE SAINT JUST / DR MAZIER - 3471,33.0,FAUTEUIL ROULANT DOSSIER INCLINABLE T42 DRIVE,M12302000-42NOIBRO,1.0,225.0,225.0,237.38,0.0,10.0,1.0,169.9,203.0
20351.0,2025-12-31 00:00:00,PHARMACIE SAINT GABRIEL / DR PEYRET - 5473,1914.0,PINCE DE PREHENSION 66 CM,820066.0,1.0,9.9,9.9,11.88,0.0,0.0,2.0,4.5,104.0
20351.0,2025-12-31 00:00:00,PHARMACIE SAINT GABRIEL / DR PEYRET - 5473,1321.0,COUSSIN BOUEE A AIR DIAM 45CM,COUB45,-1.0,13.9,-13.9,-16.68,0.0,0.0,2.0,5.49,202.0
20351.0,2025-12-31 00:00:00,PHARMACIE SAINT GABRIEL / DR PEYRET - 5473,1321.0,COUSSIN BOUEE A AIR DIAM 45CM,COUB45,1.0,13.9,13.9,16.68,0.0,0.0,2.0,5.49,202.0
20351.0,2025-12-31 00:00:00,PHARMACIE SAINT GABRIEL / DR PEYRET - 5473,44.0,CANNE ALU REGLABLE POIGNÉE T NOIRE C/20,251102.0,6.0,6.2,37.2,40.92,0.0,0.0,5.0,4.16,207.0
20351.0,2025-12-31 00:00:00,PHARMACIE SAINT GABRIEL / DR PEYRET - 5473,721.0,GARDE ROBE FIXE SITIS DRIVE,S700004900-BL18,1.0,62.9,62.9,75.48,0.0,0.0,2.0,39.9,301.0
20351.0,2025-12-31 00:00:00,PHARMACIE SAINT GABRIEL / DR PEYRET - 5473,3545.0,BISTOURI STERILE UU N°11 (BTE DE 10),119201P,1.0,6.9,6.9,8.28,0.0,0.0,2.0,2.08,504.0
20351.0,2025-12-31 00:00:00,PHARMACIE SAINT GABRIEL / DR PEYRET - 5473,2301.0,DRAP EXAMEN EMILABO BLANC LISSE 50X35CM C/12 ROULEAUX,DRAP12,1.0,39.5,39.5,47.4,0.0,0.0,2.0,20.16,703.0
20351.0,2025-12-31 00:00:00,PHARMACIE SAINT GABRIEL / DR PEYRET - 5473,414.0,GANT NITRILE SS POUDRE T M 7/8  BTE/100 C/10,127552.0,10.0,3.9,39.0,46.8,0.0,0.0,2.0,1.97,704.0
20351.0,2025-12-31 00:00:00,PHARMACIE SAINT GABRIEL / DR PEYRET - 5473,180.0,KIT TETERELLE SIMPLE 24 LARGE,K24EL,1.0,11.9,11.9,14.28,0.0,0.0,2.0,8.32,901.0
20351.0,2025-12-31 00:00:00,PHARMACIE SAINT GABRIEL / DR PEYRET - 5473,1166.0,KIT TIRE LAIT DOUBLE 24MM SYMPHONY MEDELA,008.0431,1.0,29.7,29.7,35.64,0.0,0.0,2.0,23.55,901.0
20351.0,2025-12-31 00:00:00,PHARMACIE SAINT GABRIEL / DR PEYRET - 5473,441.0,FORFAIT MISE A DISPOSITION TIRE LAIT,FMD,1.0,19.5,19.5,23.4,0.0,0.0,2.0,0.0,903.0
20351.0,2025-12-31 00:00:00,PHARMACIE SAINT GABRIEL / DR PEYRET - 5473,441.0,FORFAIT MISE A DISPOSITION TIRE LAIT,FMD,1.0,19.5,19.5,23.4,0.0,0.0,2.0,0.0,903.0
20351.0,2025-12-31 00:00:00,PHARMACIE SAINT GABRIEL / DR PEYRET - 5473,193.0,ELECTRODES AUTOCOLLANTES CARRÉ 50X50 S/4,281006/I,10.0,3.5,35.0,42.0,0.0,0.0,2.0,1.99,1101.0
20351.0,2025-12-31 00:00:00,PHARMACIE SAINT GABRIEL / DR PEYRET - 5473,991.0,SPIROMETRE TRIFLO 2,,1.0,14.9,14.9,17.88,0.0,0.0,2.0,4.34,1102.0
20350.0,2025-12-31 00:00:00,PHARMACIE SAINT EUGENE / DR GHERCI - 7783,76.0,FORFAIT LIVRAISON LIT 90 CM OU ENFANT ET ACCESSOIRES,,1.0,129.0,129.0,154.8,0.0,0.0,2.0,0.0,103.0
20350.0,2025-12-31 00:00:00,PHARMACIE SAINT EUGENE / DR GHERCI - 7783,1187.0,MATELAS SYSTAM C II 140CM COMPRESSE,P161MOPMHI140,1.0,247.0,247.0,296.4,0.0,0.0,2.0,178.4,105.0
20350.0,2025-12-31 00:00:00,PHARMACIE SAINT EUGENE / DR GHERCI - 7783,1951.0,MATELAS ALOVA HDG C II 90CM,410061C,1.0,145.0,145.0,174.0,0.0,0.0,2.0,95.0,105.0
20349.0,2025-12-31 00:00:00,PHARMACIE SAINT ELOI / DR CARVIN - 5934,1028.0,AUTO TEST COVID NASAL COMBO B/1 SEJOY,,20.0,2.5,50.0,60.0,0.0,0.0,2.0,1.49,701.0
20349.0,2025-12-31 00:00:00,PHARMACIE SAINT ELOI / DR CARVIN - 5934,2300.0,DRAP EXAMEN EMILABO GAUFRE BLANC 50X35CM C/9 ROULEAUX,DRAP9,1.0,29.5,29.5,35.4,0.0,0.0,2.0,15.75,703.0
20348.0,2025-12-31 00:00:00,PHARMACIE SAINT BARNABE / DR RAYNAL AGOPIAN - 2801,41.0,CANNE ANGLAISE BI-MATIERE BLEU,200913S,20.0,7.9,158.0,173.8,0.0,0.0,5.0,5.1,207.0
20348.0,2025-12-31 00:00:00,PHARMACIE SAINT BARNABE / DR RAYNAL AGOPIAN - 2801,243.0,COMPRESSE STERILE NON TISSE 50 SACHETS X2  7.5X7.5CM C/6,175432.0,36.0,1.8,64.8,77.76,0.0,0.0,2.0,1.15,402.0
20348.0,2025-12-31 00:00:00,PHARMACIE SAINT BARNABE / DR RAYNAL AGOPIAN - 2801,245.0,COMPRESSE STERILE NON TISSE 50 SACHETS X2  10X10CM C/6,175435.0,36.0,2.5,90.0,108.0,0.0,0.0,2.0,1.76,402.0
20348.0,2025-12-31 00:00:00,PHARMACIE SAINT BARNABE / DR RAYNAL AGOPIAN - 2801,300.0,GANT VINYLE SS POUDRE T M 7/8  BTE/100 C/10,107116PM,6.0,2.99,17.94,21.53,0.0,0.0,2.0,1.29,704.0
20348.0,2025-12-31 00:00:00,PHARMACIE SAINT BARNABE / DR RAYNAL AGOPIAN - 2801,302.0,GANT VINYLE SS POUDRE T L 8/9  BTE/100 C/10,107117PM,12.0,2.99,35.88,43.06,0.0,0.0,2.0,1.29,704.0
20347.0,2025-12-31 00:00:00,PHARMACIE ROUVIER - 2236,109.0,COUSSIN VISCO MOUSSE C II 45X45,410703.0,1.0,37.5,37.5,45.0,0.0,0.0,2.0,25.5,202.0
20346.0,2025-12-31 00:00:00,PHARMACIE ROME VILLAGE / DR TOYE - 19,96.0,FORFAIT LIVRAISON LIT + 135KG ET ACCESSOIRES,,1.0,163.33,163.33,196.0,0.0,0.0,2.0,0.0,103.0
20346.0,2025-12-31 00:00:00,PHARMACIE ROME VILLAGE / DR TOYE - 19,76.0,FORFAIT LIVRAISON LIT 90 CM OU ENFANT ET ACCESSOIRES,,1.0,129.0,129.0,154.8,0.0,0.0,2.0,0.0,103.0
20346.0,2025-12-31 00:00:00,PHARMACIE ROME VILLAGE / DR TOYE - 19,76.0,FORFAIT LIVRAISON LIT 90 CM OU ENFANT ET ACCESSOIRES,,1.0,129.0,129.0,154.8,0.0,0.0,2.0,0.0,103.0
20346.0,2025-12-31 00:00:00,PHARMACIE ROME VILLAGE / DR TOYE - 19,1087.0,TABLE DE LIT EASY GRIS PERLE,421000.0,-1.0,36.2,-36.2,-43.44,0.0,0.0,2.0,23.5,104.0
20346.0,2025-12-31 00:00:00,PHARMACIE ROME VILLAGE / DR TOYE - 19,1087.0,TABLE DE LIT EASY GRIS PERLE,421000.0,1.0,36.2,36.2,43.44,0.0,0.0,2.0,23.5,104.0
20346.0,2025-12-31 00:00:00,PHARMACIE ROME VILLAGE / DR TOYE - 19,1087.0,TABLE DE LIT EASY GRIS PERLE,421000.0,1.0,36.2,36.2,43.44,0.0,0.0,2.0,23.5,104.0
20346.0,2025-12-31 00:00:00,PHARMACIE ROME VILLAGE / DR TOYE - 19,1186.0,MATELAS SYSTAM C II 120 CM COMPRESSÉ,P161MOPMHI120,1.0,245.0,245.0,294.0,0.0,0.0,2.0,178.4,105.0
20346.0,2025-12-31 00:00:00,PHARMACIE ROME VILLAGE / DR TOYE - 19,24.0,COUSSIN N°10 STANDARD DE POSITIONNEMENT LATERAL MB 30° (VCP 11),VCAR10HB,1.0,94.5,94.5,113.4,0.0,0.0,2.0,57.23,108.0
20346.0,2025-12-31 00:00:00,PHARMACIE ROME VILLAGE / DR TOYE - 19,194.0,ELECTRODES AUTOCOLLANTES RONDE 50 MM S/4,281005.0,2.0,3.9,7.8,9.36,0.0,0.0,2.0,1.99,1101.0
20344.0,2025-12-31 00:00:00,PHARMACIE ROCCA PARADIS / DR VIOLANTE - 3203,319.0,APPAREIL DE SOUTIEN PARTIEL DE LA TETE INNOV SA,ASOUTINNOV,1.0,20.0,20.0,21.1,0.0,0.0,1.0,15.0,201.0
20344.0,2025-12-31 00:00:00,PHARMACIE ROCCA PARADIS / DR VIOLANTE - 3203,2271.0,FAUTEUIL À POUSSER ELECTRIQUE INNOV SA T13 VELOURS GRIS,LIB5_MO_T13GRCH,1.0,464.0,464.0,489.52,0.0,0.0,1.0,397.0,201.0
