Famille,Code article,Libellé article,Qté 2024,Qté 2025,C.A HT 2024,C.A HT 2025,PR HT 2024,PR HT 2025,Marge 2024,Marge 2025,Ecart Qté Volume,Ecart Qté %,Ecart C.A Volume,Ecart C.A %,,,,,,,,,,,
202,1077.0,COUSSIN KALLI VISCO MOUSSE CLASSE II 37.5X38X 8,6,0,239.55,0,164.34,0,75.21,0,-6,-1,-239.55,-1,,,,,,,,,,,
406,418.0,ALLEVYN NON ADHÉSIF 11X11CM B/16 C/5,5,0,123.12,0,109.444,0,13.676,0,-5,-1,-123.12,-1,,,,,,,,,,,
304,129.0,BARRE A VENTOUSE 40 CM,2,1,30,15,15.5,7.75,14.5,7.25,-1,-0.5,-15,-0.5,,,,,,,,,,,
1101,1909.0,ELECTRODE BASTRODE 50X50 (X4),10,0,35,0,19.9,0,15.1,0,-10,-1,-35,-1,,,,,,,,,,,
1601,1079.0,GOBELET AVEC COUVERCLE AMOVIBLE ET BEC VERT 250 ML,3,7,9.3,21.7,3.48,8.12,5.82,13.58,4,1.333333333,12.4,1.333333333,,,,,,,,,,,
103,875.0,FORFAIT LIVRAISON ET DESINFECTION AEROSOL,1,0,14.7,0,0,0,14.7,0,-1,-1,-14.7,-1,,,,,,,,,,,
1601,1421.0,BOCK A LAVEMENT 2L SOUPLE AVEC CANULES,1,3,6.9,20.7,4.35,13.05,2.55,7.65,2,2,13.8,2,,,,,,,,,,,
303,1029.0,PLANCHE DE BAIN BENNY XL,2,1,71.8,35.9,47.8,23.9,24,12,-1,-0.5,-35.9,-0.5,,,,,,,,,,,
403,731.0,BANDE DE CONTENTION COHÈSIVE 7 X 3CM CHAIR SYLAMED B/1,23,0,70.3,0,36.57,0,33.73,0,-23,-1,-70.3,-1,,,,,,,,,,,
602,381.0,FINEA PANTS LARGE EXTRA S/14 C/6,1,4,12.5,50,8.383,34.36,4.117,15.64,3,3,37.5,3,,,,,,,,,,,
1601,1178.0,PROTEGE PLATRE ADULTE BRAS,2,2,27.8,27.8,16.76,19.56,11.04,8.24,0,0,0,0,,,,,,,,,,,
405,1896.0,SET DE PANSEMENT SOIN ET NETTOYAGE PLAIE,2,0,3.98,0,1.08,0,2.9,0,-2,-1,-3.98,-1,,,,,,,,,,,
104,447.0,PROTECTION DE BARRIERES DE LIT X2,1,3,69,195.11,46.2,141.38,22.8,53.73,2,2,126.11,1.827681159,,,,,,,,,,,
704,1156.0,GANT NITRILE SS POUDRE T M 7/8  BTE/100 FRIIMOV C/10,20,0,78,0,33.4,0,44.6,0,-20,-1,-78,-1,,,,,,,,,,,
202,1076.0,COUSSIN KALLI VISCO MOUSSE CLASSE II 43X44X 8,31,0,1215.73,0,942.4,0,273.33,0,-31,-1,-1215.73,-1,,,,,,,,,,,
1102,183.0,TENSIOMETRE BRASSARD MANOPOIRE COLSON,2,1,99.8,0,0,32.9,99.8,-32.9,-1,-0.5,-99.8,-1,,,,,,,,,,,
502,1348.0,SERINGUE 3 PIECES 2ML LUER BTE/100,3,2,18.6,13.8,11.52,7.68,7.08,6.12,-1,-0.3333333333,-4.8,-0.2580645161,,,,,,,,,,,
207,1150.0,CANNE QUADRIPODE 125 KG,1,0,24.14,0,23.9,0,0.24,0,-1,-1,-24.14,-1,,,,,,,,,,,
103,473.0,FORFAIT LIVRAISON ET DÉSINFECTION ASPIRATEUR TRACHEAL,1,3,14.73,44.19,0,0,14.73,44.19,2,2,29.46,2,,,,,,,,,,,
208,910.0,ROLLATOR 4 ROUES EUROMEDIS,21,0,1153.9,0,816.69,0,337.21,0,-21,-1,-1153.9,-1,,,,,,,,,,,
104,956.0,TABLE DE LIT ZOE HETRE CLAIR,2,0,49.9,0,59.06,0,-9.16,0,-2,-1,-49.9,-1,,,,,,,,,,,
1601,1357.0,CUILLERE A SOUPE ERGONOMIQUE TORSOGRIP,2,0,13.8,0,8.76,0,5.04,0,-2,-1,-13.8,-1,,,,,,,,,,,
601,427.0,TENA SLIP PLUS SMALL S/30 C/3,9,0,132.3,0,108.72,0,23.58,0,-9,-1,-132.3,-1,,,,,,,,,,,
205,1354.0,REPOSE PIED FAUTEUIL ROULANT / D OU G,1,3,35.5,130,23.646,70.938,11.854,59.062,2,2,94.5,2.661971831,,,,,,,,,,,
403,738.0,TETRASTRAP BANDE ADHESIVE ELASTIQUE 2.5 X 6 CM,42,0,98.7,0,61.74,0,36.96,0,-42,-1,-98.7,-1,,,,,,,,,,,
803,1364.0,SONDE ASPIRATION TRACHEALE BISEAU 2OEILS CH12,12,0,6,0,2.04,0,3.96,0,-12,-1,-6,-1,,,,,,,,,,,
801,1359.0,AEROSOL RESPIRATOIRE INHALATEUR REVITIVE AEROSUR,1,0,149.9,0,127.61,0,22.29,0,-1,-1,-149.9,-1,,,,,,,,,,,
704,1157.0,GANT NITRILE SS POUDRE T L 8/9  BTE/100 FRIIMOV C/10,20,0,78,0,33.4,0,44.6,0,-20,-1,-78,-1,,,,,,,,,,,
208,111.0,DEAMBULATEUR PLIANT 4 POIGNÉES,1,0,45.75,0,31.58,0,14.17,0,-1,-1,-45.75,-1,,,,,,,,,,,
105,1345.0,MATELAS SYSTAM C II 70CM COMPRESSÉ,1,0,184.9,0,128.2,0,56.7,0,-1,-1,-184.9,-1,,,,,,,,,,,
205,1366.0,FAUTEUIL TRANSFERT PLIANT ALU LITE T46,1,0,219,0,150.51,0,68.49,0,-1,-1,-219,-1,,,,,,,,,,,
1102,1111.0,SPIROMETRE VOLDYNE 2500 D'ENTRAINEMENT,1,6,13.9,82.4,7.17,38.76,6.73,43.64,5,5,68.5,4.928057554,,,,,,,,,,,
105,1361.0,MATELAS SYSTAM ANTI ESCARRES VISCOFLEX MONOBLOC <85KG,1,0,173.9,0,119.65,0,54.25,0,-1,-1,-173.9,-1,,,,,,,,,,,
209,1353.0,DISQUE DE TRANSFERT REMBOURRE 360°  DIAM 43.5CM,1,0,19.9,0,13.06,0,6.84,0,-1,-1,-19.9,-1,,,,,,,,,,,
302,202.0,TABOURET DE DOUCHE ROND PIVOTANT TAHAA,3,0,102.28,0,86.7,0,15.58,0,-3,-1,-102.28,-1,,,,,,,,,,,
203,1290.0,CEINTURE VENTRALE TAILLE M,1,1,25.9,25.9,15,15,10.9,10.9,0,0,0,0,,,,,,,,,,,
203,1152.0,ROULETTES ANTI-BASCULE X2,2,0,86.78,0,59.8,0,26.98,0,-2,-1,-86.78,-1,,,,,,,,,,,
104,1294.0,URINAL FEMME AVEC BOUCHON,3,7,14.7,34.3,7.89,17.587,6.81,16.713,4,1.333333333,19.6,1.333333333,,,,,,,,,,,
1101,964.0,STIMULATEUR ÉLECTRIQUE PORTABLE TENS ECOMODYN,1,1,269.1,299,199,199,70.1,100,0,0,29.9,0.1111111111,,,,,,,,,,,
201,1355.0,TABLETTE AMOVIBLE FAUTEUIL LIBERTY 2,1,0,23.9,0,16,0,7.9,0,-1,-1,-23.9,-1,,,,,,,,,,,
203,186.0,FAUTEUIL ROULANT ENFANT FIXE,1,0,403.9,0,399.9,0,4,0,-1,-1,-403.9,-1,,,,,,,,,,,
108,1115.0,COUSSIN DE POSITIONEMENT DEMI LUNE MICRO-BILLE 200*30,2,0,289.65,0,104,0,185.65,0,-2,-1,-289.65,-1,,,,,,,,,,,
202,14.0,COUSSIN GEL,1,0,36.9,0,21.36,0,15.54,0,-1,-1,-36.9,-1,,,,,,,,,,,
303,919.0,PLANCHE DE BAIN < 100 KG,4,0,107.4,0,94.4,0,13,0,-4,-1,-107.4,-1,,,,,,,,,,,
701,1249.0,TEST COVID ANTIGENIQUE FLOWFLEX B/50,1,0,44.5,0,37.5,0,7,0,-1,-1,-44.5,-1,,,,,,,,,,,
1101,1320.0,SONDE VAGINALE REEDUCATION OVA,2,7,47.8,167.3,35.4,123.9,12.4,43.4,5,2.5,119.5,2.5,,,,,,,,,,,
1601,1015.0,CHAUSSE PIED PVC,1,0,4.5,0,2.3,0,2.2,0,-1,-1,-4.5,-1,,,,,,,,,,,
1601,1329.0,PINCE DE MAGILL 20CM,1,0,9.9,0,5.96,0,3.94,0,-1,-1,-9.9,-1,,,,,,,,,,,
1101,653.0,ELECTRODES ENFANT POUR DEF-AUTO,2,0,319.8,0,229.8,0,90,0,-2,-1,-319.8,-1,,,,,,,,,,,
1101,1344.0,SONDE VAGINALE TAMPON 2 BAGUES - BFEM 2M/M,1,1,26,24,19,19,7,5,0,0,-2,-0.07692307692,,,,,,,,,,,
704,1215.0,GANT NITRILE SS POUDRE T XL  BTE/100 FRIIMOV C/10,3,0,13.5,0,6.9,0,6.6,0,-3,-1,-13.5,-1,,,,,,,,,,,
207,1341.0,CANNE ANGLAISE ERGODYNAMIQUE S MOINS 60KG,2,4,37.8,79.6,25.78,52.36,12.02,27.24,2,1,41.8,1.105820106,,,,,,,,,,,
702,759.0,ANIOSGEL 85 NPC  BIDON 5L,2,2,73.5,91,49,69.6,24.5,21.4,0,0,17.5,0.2380952381,,,,,,,,,,,
1301,679.0,HUILE DE CBD 5% BLACK LIME 10ML,3,0,48.6,0,27,0,21.6,0,-3,-1,-48.6,-1,,,,,,,,,,,
603,386.0,FINEA MEN SUPER S/20 C/6,6,0,36,0,26.5428,0,9.4572,0,-6,-1,-36,-1,,,,,,,,,,,
101,12.0,LIT 2 FCT ELECT 90 CM,1,0,785.18,0,614.25,0,170.93,0,-1,-1,-785.18,-1,,,,,,,,,,,
502,278.0,SERINGUE 3 PIECES 20ML LUER LOCK BTE/50,1,0,6.9,0,4.48,0,2.42,0,-1,-1,-6.9,-1,,,,,,,,,,,
1101,1243.0,SPRAY CONDUCTEUR ELECTRODE NERF VAGUE POUR TENS ECO 2,1,3,4.99,14.97,3.68,11.04,1.31,3.93,2,2,9.98,2,,,,,,,,,,,
1102,236.0,OTOSCOPE VISOLIGHT,1,0,89.9,0,54.9,0,35,0,-1,-1,-89.9,-1,,,,,,,,,,,
104,1326.0,BARRIERE DE LIT ESCAMOTABLE MODULO,1,0,82.9,0,45.96,0,36.94,0,-1,-1,-82.9,-1,,,,,,,,,,,
405,531.0,PANSEMENT SET DE PERFUSION VEINES FRAGILES C/12,91,57,555.1,347.7,307.05,213.75,248.05,133.95,-34,-0.3736263736,-207.4,-0.3736263736,,,,,,,,,,,
801,173.0,KIT NEBULISEUR ATOMISOR NL 9MP,2,0,19,0,12.76,0,6.24,0,-2,-1,-19,-1,,,,,,,,,,,
1102,185.0,PESE PERSONNE ÉLECTRONIQUE,1,0,11.41,0,11.3,0,0.11,0,-1,-1,-11.41,-1,,,,,,,,,,,
405,1184.0,PANSEMENT ADHESIVE STERI STRIP 3M 75X6MM P/3 B/50,1,1,24.9,24.9,16.72,17.32,8.18,7.58,0,0,0,0,,,,,,,,,,,
504,1036.0,LAME DE BISTOURI  STERILLE  N°15 B100,1,0,9.5,0,6.32,0,3.18,0,-1,-1,-9.5,-1,,,,,,,,,,,
203,604.0,FAUTEUIL ROULANT  T41 HERDEGEN,1,1,529.85,231.2,126,126,403.85,105.2,0,0,-298.65,-0.5636500896,,,,,,,,,,,
104,1318.0,COUVERCLE POUR BASSIN DE LIT BLANC IT,1,0,1.9,0,1.35,0,0.55,0,-1,-1,-1.9,-1,,,,,,,,,,,
904,1228.0,TIRE LAIT ELECTRIQUE SYMPHONY MEDELA AVEC VALISE,1,0,1050,0,800,0,250,0,-1,-1,-1050,-1,,,,,,,,,,,
206,499.0,FAUTEUIL RELEVEUR 2 MOTEURS PRIDE,1,0,590,0,440,0,150,0,-1,-1,-590,-1,,,,,,,,,,,
302,1316.0,CHAISE OU TABOURET 2 EN 1 DOSSIER FIXE ASSISE INCURVEE,1,0,45.9,0,30.97,0,14.93,0,-1,-1,-45.9,-1,,,,,,,,,,,
605,484.0,FINEA GANT DE TOILETTE JETABLE S/100 C/10,21,0,96.6,0,61.53,0,35.07,0,-21,-1,-96.6,-1,,,,,,,,,,,
203,1203.0,CEINTURE VENTRALE FAUTEUIL ARPEGIA T/L,1,0,39.9,0,26.67,0,13.23,0,-1,-1,-39.9,-1,,,,,,,,,,,
206,93.0,FAUTEUIL RELEVEUR STYL'CARE 1 MOTEUR,1,0,495,0,275,0,220,0,-1,-1,-495,-1,,,,,,,,,,,
1401,663.0,SCIENTIA NATURA GEL DOUCHE AGRUMES BIO,2,0,7,0,8.8,0,-1.8,0,-2,-1,-7,-1,,,,,,,,,,,
1401,661.0,SCIENTIA NATURA GEL DOUCHE FLEUR D'ORANGER BIO,4,0,14,0,17.6,0,-3.6,0,-4,-1,-14,-1,,,,,,,,,,,
208,1173.0,DEAMBULATEUR PLIANT 4 POIGNÉES,1,0,45.75,0,36.7,0,9.05,0,-1,-1,-45.75,-1,,,,,,,,,,,
803,1313.0,KIT ASPIRATEUR TRACHEAL 7305 AVEC TUYAU 1.80M/FILTRE RACCORD/BOCAL 800ML,1,0,18.28,0,12,0,6.28,0,-1,-1,-18.28,-1,,,,,,,,,,,
108,1315.0,TALONNIERE FOND DE LIT VISCO + HOUSSE,1,2,85.9,171.8,58.93,117.86,26.97,53.94,1,1,85.9,1,,,,,,,,,,,
207,1323.0,CANNE ANATOMIQUE PLIANTE ALU DROITE,1,0,7.8,0,3.98,0,3.82,0,-1,-1,-7.8,-1,,,,,,,,,,,
402,1274.0,COMPRESSE NS/ NT 10X10CM S/100 C/50,250,0,475,0,207.5,0,267.5,0,-250,-1,-475,-1,,,,,,,,,,,
105,1026.0,MATELAS APLOT C I 90CM,1,0,112.88,0,62,0,50.88,0,-1,-1,-112.88,-1,,,,,,,,,,,
104,2344.0,VERTICALISATEUR ELECTRIQUE ALBATROS 2,0,1,0,0,0,0,0,0,1,,0,,,,,,,,,,,,
407,4165.0,CHAMP STERILE 75 X 90 CM B/50,0,1,0,34.7,0,20.41,0,14.29,1,,34.7,,,,,,,,,,,,
407,2275.0,CHAMP CHIRURGIE STANDARD TROUE 50X75 B/50,0,2,0,72.2,0,42.38,0,29.82,2,,72.2,,,,,,,,,,,,
701,2145.0,TEST COVID ANTIGENIQUE COMBO 3 EN 1 SEJOY B/25,0,64,0,2781,0,1744,0,1037,64,,2781,,,,,,,,,,,,
1002,2177.0,MASQUE OXYGENE HAUTE CONCENTRATION PEDIATRIQUE,0,1,0,3.99,0,1.13,0,2.86,1,,3.99,,,,,,,,,,,,
1002,1764.0,MASQUE OXYGENE HAUTE CONCENTRATION ADULTE,0,5,0,19.95,0,7.7,0,12.25,5,,19.95,,,,,,,,,,,,
1501,2322.0,EMBOUT CANNE NOIR D19 A 20MM,0,27,0,40.5,0,33.6,0,6.9,27,,40.5,,,,,,,,,,,,
302,1406.0,BARRE D'APPUI 80CM IZZIE,0,0,0,0,0,0,0,0,0,,0,,,,,,,,,,,,
703,2301.0,DRAP EXAMEN EMILABO BLANC LISSE 50X35CM C/12 ROULEAUX,0,227,0,5157.64,0,4576.32,0,581.32,227,,5157.64,,,,,,,,,,,,
504,3545.0,BISTOURI STERILE UU N°11 (BTE DE 10),0,1,0,6.9,0,2.08,0,4.82,1,,6.9,,,,,,,,,,,,
703,2300.0,DRAP EXAMEN EMILABO GAUFRE BLANC 50X35CM C/9 ROULEAUX,0,352,0,7098.99,0,5544,0,1554.99,352,,7098.99,,,,,,,,,,,,
201,2271.0,FAUTEUIL À POUSSER ELECTRIQUE INNOV SA T13 VELOURS GRIS,0,4,0,1832,0,1588,0,244,4,,1832,,,,,,,,,,,,
203,4075.0,FAUTEUIL ROULANT DOSSIER FIXE ACTION 2NG T43.5 ,0,8,0,2165.1,0,1360,0,805.1,8,,2165.1,,,,,,,,,,,,
1501,2326.0,EMBOUT CANNE NOIR D18 A 19MM,0,18,0,27,0,21,0,6,18,,27,,,,,,,,,,,,
802,2117.0,CHAMBRE D'INHALATION + DE 6 ANS,0,39,0,354.9,0,243.75,0,111.15,39,,354.9,,,,,,,,,,,,
802,2116.0,CHAMBRE D'INHALATION 9 MOIS- 6 ANS,0,112,0,1010.4,0,700,0,310.4,112,,1010.4,,,,,,,,,,,,
206,4141.0,FAUTEUIL RELEVEUR 1 MOTEUR BALI TITANE,0,1,0,445,0,226.96,0,218.04,1,,445,,,,,,,,,,,,
701,2146.0,TEST TROD ANGINE SEJOY B/25,0,22,0,625.8,0,357.5,0,268.3,22,,625.8,,,,,,,,,,,,
202,2100.0,COUSSIN VISCO MOUSSE C II 36X36,0,3,0,165,0,97.78,0,67.22,3,,165,,,,,,,,,,,,
203,197.0,APPUI-TETE FAUTEUIL ROULANT,0,3,0,384.75,0,269.7,0,115.05,3,,384.75,,,,,,,,,,,,
203,4076.0,FAUTEUIL ROULANT DOSSIER FIXE ACTION 2NG T40.5 ,0,6,0,1627.1,0,1020,0,607.1,6,,1627.1,,,,,,,,,,,,
406,471.0,ALLEVYN NON ADHÉSIF 21.5X21.5CM B/10 C/6,0,12,0,725.52,0,644.928,0,80.592,12,,725.52,,,,,,,,,,,,
1201,1590.0,CHAUSSURE WALLABY REJILLA T37 (LA PAIRE),0,3,0,98.85,0,71.37,0,27.48,3,,98.85,,,,,,,,,,,,
1601,1667.0,ECHARPE NON TISSE 130X96X96 CM,0,1,0,0.95,0,0.29,0,0.66,1,,0.95,,,,,,,,,,,,
105,4142.0,DRAP HOUSSE ALESE 140 X 200 CM GRIS DERMOFRESH,0,1,0,43.15,0,26.73,0,16.42,1,,43.15,,,,,,,,,,,,
501,1380.0,AIGUILLE TERUMO 16MMX0.5/25G(X100)ORANGE,0,4,0,11.6,0,7.56,0,4.04,4,,11.6,,,,,,,,,,,,
502,2197.0,SERINGUE TUBERCULINE BD 1ML MONTÉE 25G AIGUILLE 16 X 0.5 (X120) LUER,0,1,0,18.9,0,11.04,0,7.86,1,,18.9,,,,,,,,,,,,
1201,1574.0,CHAUSSURE VENUS NOIR T37 (LA PAIRE),0,1,0,29.9,0,21.54,0,8.36,1,,29.9,,,,,,,,,,,,
502,4171.0,SERINGUE 3 PIECES 50 ML GAVAGE BTE/100,0,1,0,36,0,21.15,0,14.85,1,,36,,,,,,,,,,,,
109,2262.0,OREILLER ANATOMIQUE MEMOIRE DE FORME CURVE 50X30 CM,0,9,0,345.06,0,195.3,0,149.76,9,,345.06,,,,,,,,,,,,
206,4030.0,FAUTEUIL RELEVEUR 2 MOTEURS BASIL PU CUIR GALET,0,3,0,1551,0,1032.75,0,518.25,3,,1551,,,,,,,,,,,,
302,1467.0,GARDE ROBE DE DOUCHE FIXE AVEC COUSSIN SUVA,0,10,0,992.49,0,639,0,353.49,10,,992.49,,,,,,,,,,,,
105,393.0,MATELAS NOVA FORM C II 140CM COMPRESSÉ,0,2,0,494,0,472.86,0,21.14,2,,494,,,,,,,,,,,,
601,378.0,FINEA CHANGE COMPLET LARGE OPTIMUM S/20 C/4,0,27,0,452.82,0,295.83,0,156.99,27,,452.82,,,,,,,,,,,,
1501,2324.0,EMBOUT CANNE ANGLAISE NOIR D18,0,16,0,30,0,19.2,0,10.8,16,,30,,,,,,,,,,,,
1201,1483.0,CHAUSSURE ARLEQUIN DIAB BLEU T39(LA PAIRE),0,1,0,29.9,0,21.92,0,7.98,1,,29.9,,,,,,,,,,,,
108,2102.0,COUSSIN N°2 MODULAIRE UNIVERSEL MB 66X35X10,0,9,0,498.79,0,170.91,0,327.88,9,,498.79,,,,,,,,,,,,
108,1964.0,COUSSIN N°15 MODULAIRE DECHARGE TALLONIERE MB 85X20,0,4,0,278,0,116,0,162,4,,278,,,,,,,,,,,,
203,1991.0,FAUTEUIL ROULANT DOSSIER FIXE ACTION 2NG T45.5  ,0,4,0,1011,0,680,0,331,4,,1011,,,,,,,,,,,,
502,2186.0,SERINGUE TUBERCULINE 3P TERUMO 1ML SS AIGUILLES,0,1,0,9.5,0,5.3,0,4.2,1,,9.5,,,,,,,,,,,,
201,2160.0,FAUTEUIL À POUSSER ELECTRIQUE INNOV SA T10 VELOURS GRIS,0,14,0,6238.56,0,5624,0,614.56,14,,6238.56,,,,,,,,,,,,
704,549.0,GANT NITRILE SS POUDRE T XL 9/10  BTE/100 C/10,0,15,0,56.8,0,28.35,0,28.45,15,,56.8,,,,,,,,,,,,
1201,1595.0,CHAUSSURE WALLABY REJILLA T42 (LA PAIRE),0,1,0,32.95,0,23.23,0,9.72,1,,32.95,,,,,,,,,,,,
1201,1596.0,CHAUSSURE WALLABY REJILLA T43 (LA PAIRE),0,4,0,131.8,0,92.92,0,38.88,4,,131.8,,,,,,,,,,,,
407,4084.0,TAMPON ALCOOLISE 30X32CM B/100,0,5,0,7.5,0,3.5,0,4,5,,7.5,,,,,,,,,,,,
1201,1580.0,CHAUSSURE WALLABY DIABETIC. 37 (LA PAIRE),0,1,0,32.95,0,22.36,0,10.59,1,,32.95,,,,,,,,,,,,
501,285.0,AIGUILLE ACIER INOXYDABLE STERILE BLEUE 23G 30MM BTE/100,0,4,0,7.96,0,4.43,0,3.53,4,,7.96,,,,,,,,,,,,
203,4078.0,REPOSE JAMBE GAUCHE ACTION 2NG 40CM-43CM,0,1,0,142.9,0,94.81,0,48.09,1,,142.9,,,,,,,,,,,,
104,1913.0,APPUI DOS,0,3,0,63.06,0,47.7,0,15.36,3,,63.06,,,,,,,,,,,,
104,1210.0,POIGNEE SORTIE DE LIT DOUBLE,0,1,0,46.8,0,39,0,7.8,1,,46.8,,,,,,,,,,,,
104,4125.0,TABLE DE LIT PLATEAU HETRE,0,1,0,86.4,0,72,0,14.4,1,,86.4,,,,,,,,,,,,
104,4123.0,TABLE DE LIT PLATEAU RONCE DE NOYER AVEC TABLETTE,0,1,0,105.96,0,88.3,0,17.66,1,,105.96,,,,,,,,,,,,
202,2043.0,COUSSIN VISCO MOUSSE BUTEE PELVIENNE 38X38 2 HOUSSES,0,1,0,43.39,0,36.16,0,7.23,1,,43.39,,,,,,,,,,,,
202,2044.0,COUSSIN VISCO MOUSSE BUTEE PELVIENNE 41X41 2 HOUSSES,0,1,0,43.39,0,36.16,0,7.23,1,,43.39,,,,,,,,,,,,
302,1400.0,BARRE A VENTOUSE COUDEE FIT EASY 49 CM,0,1,0,19.39,0,16.16,0,3.23,1,,19.39,,,,,,,,,,,,
405,2320.0,SPARADRAP TRANSPORE 3M 1.25CMX9.14CM X24 ROULEAUX,0,13,0,307.61,0,222.43,0,85.18,13,,307.61,,,,,,,,,,,,
407,335.0,CHAMP STERILE 45 X 75 CM B/50,0,6,0,107.82,0,67.8,0,40.02,6,,107.82,,,,,,,,,,,,
407,4129.0,CHAMP STERILE FENESTRE  70 X 90 CM B/25,0,12,0,187.2,0,135.6,0,51.6,12,,187.2,,,,,,,,,,,,
601,580.0,TENA LADY SUPER S/30 C/6,0,24,0,298.35,0,234,0,64.35,24,,298.35,,,,,,,,,,,,
702,528.0,ANIOSGEL FLACON AIRLESS 1L,0,13,0,105.07,0,84.15,0,20.92,13,,105.07,,,,,,,,,,,,
703,2305.0,PAPIER TOILETTE 2 PLIS PURE OUATE S/10 ROULEAUX,0,62,0,110.01,0,92.442,0,17.568,62,,110.01,,,,,,,,,,,,
703,2302.0,BOBINE ESSUYAGE DEVIDAGE CENTRAL 450 FTS C/6,0,63,0,478.59,0,408.24,0,70.35,63,,478.59,,,,,,,,,,,,
703,2303.0,BOBINE ESSUYAGE DEVIDAGE CENTRAL 200 FTS C/12,0,45,0,399.6,0,399.6,0,0,45,,399.6,,,,,,,,,,,,
703,2304.0,ESSUIE MAINS ENCHEVETRE EN Z 2 PLIS 20.5*24  C/25,0,33,0,595.65,0,493.35,0,102.3,33,,595.65,,,,,,,,,,,,
704,1916.0,GANT NITRILE SS POUDRE TXL NOIR BTE/100 C/10,0,100,0,294.4,0,220,0,74.4,100,,294.4,,,,,,,,,,,,
1101,2281.0,GEL ECHOGRAPHIE TRANSPARENT NEOJELLY US 250ML,0,54,0,49.67,0,37.26,0,12.41,54,,49.67,,,,,,,,,,,,
1601,3695.0,PH  MAXI JUMBO GAUFRE  2 PLIS  LOT 6 RLX,0,3,0,23.4,0,0,0,23.4,3,,23.4,,,,,,,,,,,,
1601,1426.0,BOUILLOTTE EXTRA CONFORT AVEC HOUSSE,0,2,0,20.48,0,15.34,0,5.14,2,,20.48,,,,,,,,,,,,
1601,2295.0,PAPIER TOILETTE ENCHEVETRE 40PX224F C/40,0,3,0,99.51,0,99.51,0,0,3,,99.51,,,,,,,,,,,,
704,912.0,GANT NITRILE SS POUDRE T M 7/8 NOIR BTE/100 C/10,0,20,0,70.2,0,46,0,24.2,20,,70.2,,,,,,,,,,,,
801,1970.0,AEROSOL PORTANEB,0,1,0,44.85,0,0,0,44.85,1,,44.85,,,,,,,,,,,,
302,4113.0,CHAISE DE DOUCHE PIVOTANTE AUSTRA,0,1,0,187.5,0,150.9,0,36.6,1,,187.5,,,,,,,,,,,,
703,4082.0,COMBINAISON JETABLE BLANCHE,0,20,0,30,0,18.556,0,11.444,20,,30,,,,,,,,,,,,
401,1630.0,COTON BOULES SACHET 0.7G (X700),0,1,0,7.9,0,5.65,0,2.25,1,,7.9,,,,,,,,,,,,
703,3249.0,DRAP EXAMEN EMILABO BLANC LISSE 50X35CM *1 ROULEAU,0,2,0,0,0,3.36,0,-3.36,2,,0,,,,,,,,,,,,
1201,1577.0,CHAUSSURE VENUS NOIR T40 (LA PAIRE),0,1,0,29.9,0,21.54,0,8.36,1,,29.9,,,,,,,,,,,,
302,1403.0,BARRE D'APPUI RAINUREE  FIXER 45CM,0,9,0,86.4,0,51.21,0,35.19,9,,86.4,,,,,,,,,,,,
603,385.0,FINEA LADY SUPER S/28 C/10,0,49,0,309.4,0,213.077,0,96.323,49,,309.4,,,,,,,,,,,,
1102,1885.0,THERMOMETRE DIGITAL FLEXIBLE,0,24,0,60,0,54,0,6,24,,60,,,,,,,,,,,,
301,2204.0,REHAUSSE WC 6/10/15 CM + COUVERCLE + ACCOUDOIRS,0,1,0,69.9,0,40.83,0,29.07,1,,69.9,,,,,,,,,,,,
605,2129.0,BATONNET SOIN DE BOUCHE MOUSSE FLEUR*10  15CM,0,4,0,17.6,0,3.2,0,14.4,4,,17.6,,,,,,,,,,,,
1501,2323.0,EMBOUT ROLLATOR D22 A 24MM,0,2,0,5,0,3,0,2,2,,5,,,,,,,,,,,,
703,2169.0,GRENOUILLERE JML INTERLOCK MARINE T2,0,2,0,95.8,0,59.16,0,36.64,2,,95.8,,,,,,,,,,,,
402,238.0,COMPRESSE STERILE GAZE 10 SACHETS X2  7.5X7.5CM C/40,0,20,0,14,0,7,0,7,20,,14,,,,,,,,,,,,
702,231.0,ANIOS WIP'ANIOS EXCEL 100 LINGETTES C/6,0,31,0,381.63,0,275.365,0,106.265,31,,381.63,,,,,,,,,,,,
402,308.0,COMPRESSE NS/ NT  7.5X7.5CM  S/100 C/50,0,25,0,23.75,0,12.75,0,11,25,,23.75,,,,,,,,,,,,
203,1993.0,FAUTEUIL ROULANT DOSSIER INCLINABLE ACTION 2NG T43 ,0,2,0,822.18,0,0,0,822.18,2,,822.18,,,,,,,,,,,,
203,1995.0,FAUTEUIL ROULANT DOSSIER INCLINABLE ENFANT ACTION 3 T35.5  ,0,1,0,250,0,0,0,250,1,,250,,,,,,,,,,,,
1601,4086.0,TELEPHONE GROSSES TOUCHES XTRA 1110,0,1,0,41.5,0,25.98,0,15.52,1,,41.5,,,,,,,,,,,,
407,1277.0,TAMPON ALCOOLISE ALCOMED X100 50*50MM,0,13,0,37.7,0,13.65,0,24.05,13,,37.7,,,,,,,,,,,,
104,1888.0,TIGE PORTE SERUM INOX 2 CROCHETS PLASTI,0,1,0,20,0,20.2,0,-0.2,1,,20,,,,,,,,,,,,
705,2488.0,BLOUSE UNISEXE BLANCHE T3,0,1,0,15.9,0,10.68,0,5.22,1,,15.9,,,,,,,,,,,,
